"REGION","LOC","STA","STA2","STATION","GEOSTRT","ACTSTRT","D92","D93","D94","D95","D96","D97","D98","D99","D00","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","D13","D14","D15","D16","D17","D18"
"1","MORA",11273,"11273U","SSPT","04","04","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","B","B"
